stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3064,WALHIGEF,WALNUT GROVE RD@HIGHLAND ST,,35.131888,-89.944954,,,,,,0
3065,WALWGAEN,WALNUT GROVE RD@WGALLOWAY DR,WALNUT GROVE RD & W GALLOWAY DR,35.131804,-89.9419,,,,,,0
3066,WALSEVEF,WALNUT GROVE RD@SEVIER,STATE HWY 23 & SEVIER ST,35.131756,-89.939288,,,,,,0
3067,WALHIGEN,WALNUT GROVE RD@HIGH POINT TERR,STATE HWY 23 & HIGH POINT TER,35.131709,-89.937031,,,,,,0
3069,WALSTAEN,WALNUT GROVE RD@ST ANDREWS,STATE HWY 23 & SAINT ANDREWS FAIRWAY,35.13155,-89.930956,,,,,,0
3070,WALROSEN,WALNUT GROVE RD@ROSE,STATE HWY 23 & S ROSE RD,35.131466,-89.927592,,,,,,0
3071,WALGOOEF,WALNUT GROVE RD@GOODLET,STATE HWY 23 & WALNUT GROVE RD,35.131409,-89.924858,,,,,,0
3072,WALWOOEF,WALNUT GROVE RD@WOOD GROVE,STATE HWY 23 & PIDGEON RD,35.131323,-89.920565,,,,,,0
3073,WALWYCEN,WALNUT GROVE@WYCHEWOOD DR,STATE HWY 23 & WYCHEWOOD DR,35.131265,-89.917544,,,,,,0
3074,WALCHEEF,WALNUT GROVE RD@CHERRY RD,STATE HWY 23 & CHERRY RD,35.131209,-89.915143,,,,,,0
3075,WALECHEF,WALNUT GROVE RD@ECHERRY DR,WALNUT GROVE RD & E CHERRY DR,35.131162,-89.913261,,,,,,0
3076,WALGROEN,WALNUT GROVE RD@GROVE PARK RD,STATE HWY 23 & S GROVE PARK RD,35.131096,-89.910949,,,,,,0
3077,WALPEREN,WALNUT GROVE RD@PERKINS EXT,STATE HWY 23 & WALNUT GROVE RD,35.131049,-89.909167,,,,,,0
3078,WALPEREF,WALNUT GROVE RD@PERKINS EXT,STATE HWY 23 & WALNUT GROVE RD,35.131002,-89.907917,,,,,,0
3079,WALNOREN,WALNUT GROVE RD@NORWAL,STATE HWY 23 & WALNUT GROVE RD,35.130935,-89.904641,,,,,,0
3080,WALAVOEN,WALNUT GROVE RD@AVON,STATE HWY 23 & WALNUT GROVE RD,35.130906,-89.902826,,,,,,0
3081,WALLAKEN,WALNUT GROVE RD@LAKE,STATE HWY 23 & LAKE RD,35.130876,-89.900813,,,,,,0
3111,MACWHIEN,MACON@WHITE STATION,MACON RD & N WHITE STATION RD,35.158573,-89.896191,,,,,,0
3112,WHIBAREF,WHITE STATION@BARTLETT RD,N WHITE STATION RD & RAMP,35.155108,-89.891438,,,,,,0
3113,WHISUMEM,WHITESTATION@SUMMER AVE,851 N WHITE STATION RD & RAMP,35.154248,-89.890322,,,,,,0
3121,PERGRESM,PERKINS EXT@GREENBRIAR,PERKINS RD & PERKINS EXT,35.129252,-89.908872,,,,,,0
3123,PERSHASN,PERKINS EXT@SHADY GROVE RD,PERKINS EXT & PERKINS RD,35.124963,-89.909302,,,,,,0
3125,PERALDSN,PERKINS EXT@ALDERSGATE,PERKINS EXT & PERKINS RD,35.122094,-89.909385,,,,,,0
3126,PERPOPSM,PERKINS EXT@POPLAR,0 PERKINS EXT & RAMP,35.117313,-89.908952,,,,,,0
3129,PERPERSM,PERKINS@PERKINS COVE,S PERKINS RD & OAK COURT DR,35.106229,-89.908013,,,,,,0
3130,PERDEESN,PERKINS@DEE RD,S PERKINS RD & DEE RD,35.100901,-89.90673,,,,,,0
3131,PERDEESF,PERKINS@DEE,S PERKINS RD & DEE RD,35.098774,-89.906801,,,,,,0
3132,PERFLASN,PERKINS@FLAMINGO,S PERKINS RD & FLAMINGO RD,35.096674,-89.906894,,,,,,0
3133,PERSEASN,PERKINS@SEA ISLE RD,S PERKINS RD & SEA ISLE RD,35.09385,-89.906977,,,,,,0
3134,PERQUISN,PERKINS@QUINCE RD,S PERKINS RD & VERNE RD,35.091598,-89.907049,,,,,,0
3136,PERAMBNN,PERKINS@AMBOY,S PERKINS RD & AMBOY RD,35.095548,-89.906731,,,,,,0
3137,PERFLANN,PERKINS@FLAMINGO RD,S PERKINS RD & AMBOY RD,35.096388,-89.906707,,,,,,0
3139,PERDEENN,PERKINS@DEE RD,S PERKINS RD & DEE RD,35.10049,-89.906543,,,,,,0
3140,PERPARNM,PERKINS@PARK,S PERKINS RD & DEE RD,35.106774,-89.907791,,,,,,0
3141,PERPARNF,PERKINS@PARK,,35.10747,-89.907749,,,,,,0
3142,PERWINNF,PERKINS@WINDERMERE,S PERKINS RD & WINDERMERE RD,35.11017,-89.907618,,,,,,0
3143,PERSOUNM,PERKINS@SOUTHERN AVE,PERKINS EXT & PERKINS RD,35.113263,-89.908408,,,,,,0
3145,PERALDNM,PERKINS@ALDERSGATE,434 PERKINS EXT & PERKINS RD,35.120046,-89.908438,,,,,,0
3147,PERSHANN,PERKINS@SHADY GROVE,PERKINS RD & LAURELWOOD DR,35.124525,-89.909103,,,,,,0
3149,PERWALNM,PERKINS@WALNUT GROVE RD,PERKINS EXT & PERKINS RD,35.130056,-89.90866,,,,,,0
3155,QUIFLAWN,QUINCE RD@FLAMINGO RD,,35.093957,-89.913017,,,,,,0
3162,GETPARNM,GETWELL RD@PARK AVE,,35.106634,-89.930658,,,,,,0
3163,GETPARSF,GETWELL RD@PARK AVE,915 GETWELL RD & RAMP,35.107358,-89.930767,,,,,,0
3164,GETSTUSN,GETWELL@STUART,GETWELL RD & STUART RD,35.104498,-89.93085,,,,,,0
3171,RHOCH1EN,RHODES@CHERRY,RHODES AVE & CHERRY RD,35.095185,-89.916166,,,,,,0
3172,QUISEAEN,QUINCE RD@SEA ISLE,QUINCE RD & CHERRY RD,35.092406,-89.91,,,,,,0
3173,HIGNORNN,HIGHLAND@NORTHWOOD DR,N HIGHLAND ST & NORTHWOOD DR,35.134095,-89.94495,,,,,,0
3174,HIGOAKNN,HIGHLAND@OAKLEY AVE,N HIGHLAND ST & OAKLEY AVE,35.136409,-89.94488,,,,,,0
3175,HIGWAYNN,HIGHLAND ST@WAYNOKA,N HIGHLAND ST & WAYNOKA AVE,35.137741,-89.944834,,,,,,0
3176,HIGCHANF,HIGHLAND@CHARLESWOOD AVE,N HIGHLAND ST & CHARLESWOOD AVE,35.142996,-89.944659,,,,,,0
3177,HIGSHINN,HIGHLAND@SHIRLWOOD,N HIGHLAND ST & SHIRLWOOD AVE,35.144408,-89.944613,,,,,,0
3178,HIGPHINF,HIGHLAND@PHILWOOD AVE,N HIGHLAND ST & PHILWOOD AVE,35.145569,-89.944578,,,,,,0
3185,MACGOREN,MACON RD@GORDON ST,,35.161511,-89.943068,,,,,,0
3186,MACLANEF,MACON@LANGSTON,MACON RD & LANGSTON ST,35.160989,-89.940312,,,,,,0
3193,JACMAYNF,JACKSON@MAYFAIR AVE,STATE HWY 14 & MAYFAIR AVE,35.171288,-89.943871,,,,,,0
3194,JACBAYNN,JACKSON AVE@BAYLISS AVE,STATE HWY 14 & BAYLISS AVE,35.172163,-89.942796,,,,,,0
3201,HOMMACSN,HOMER ST@MACON RD,,35.160997,-89.939626,,,,,,0
3203,MACBILWN,MACON RD@BILTMORE,,35.16124,-89.941164,,,,,,0
3204,MACGORWN,MACON RD@GORDON ST,,35.161537,-89.942293,,,,,,0
3213,HIGPHISN,HIGHLAND ST@PHILWOOD AVE,N HIGHLAND ST & PHILWOOD AVE,35.145409,-89.944777,,,,,,0
3214,HIGSHISN,HIGHLAND ST@SHIRLWOOD AVE,N HIGHLAND ST & SHIRLWOOD AVE,35.144613,-89.9448,,,,,,0
3215,HIGCHASF,HIGHLAND ST@CHARLESWOOD,N HIGHLAND ST & CHARLESWOOD AVE,35.142719,-89.94487,,,,,,0
3216,HIGBARSF,HIGHLAND ST@BARWOOD CR,317 N HIGHLAND ST & BARWOOD CIR,35.140735,-89.944929,,,,,,0
3217,HIGMIMSF,HIGHLAND ST@MIMOSA AVE,N HIGHLAND ST & MIMOSA AVE,35.138974,-89.944998,,,,,,0
3218,HIGWAYSN,HIGHLAND ST@WAYNOKA AVE,N HIGHLAND ST & WAYNOKA AVE,35.137509,-89.945033,,,,,,0
3219,HIGOAKSF,HIGHLAND ST@OAKLEY,N HIGHLAND ST & OAKLEY AVE,35.136401,-89.945079,,,,,,0
3220,HIGHIGSN,HIGHLAND ST@HIGHLAND PARK P,N HIGHLAND ST & HIGHLAND PARK PL,35.135462,-89.945103,,,,,,0
3221,HIGHI1SN,HIGHLAND ST@HIGHLAND CV,N HIGHLAND ST & HIGHLAND CV,35.134265,-89.945138,,,,,,0
3222,HIGLILSF,HIGHLAND ST@LILLY LN,49 S HIGHLAND ST & LILLY LN,35.130297,-89.945244,,,,,,0
3223,HIGPOPSN,HIGHLAND ST @ POPLAR AVE,133 HIGHLAND ST & POPLAR AVE,35.128167,-89.945315,,,,,,0
3224,HIGWINSN,HIGHLAND ST@WINDOVER,S HIGHLAND ST & WINDOVER RD,35.12658,-89.945405,,,,,,0
3283,HIGCENNF,HIGHLAND ST@CENTRAL AVE,S HIGHLAND ST & CENTRAL AVE,35.123559,-89.945355,,,,,,0
3284,HIGWINNM,HIGHLAND ST@WINDOVER,0 S HIGHLAND ST & UNNAMED ST,35.125695,-89.945208,,,,,,0
3286,HIGGALNN,HIGHLAND@GALLOWAY,S HIGHLAND ST & S GALLOWAY DR,35.128608,-89.945092,,,,,,0
3287,HIGLILNN,HIGHLAND@LILLY,S HIGHLAND ST & LILLY LN,35.130342,-89.945045,,,,,,0
3288,HIGWA1NN,HIGHLAND@WALNUT GROVE,S HIGHLAND ST & N HIGHLAND ST,35.131861,-89.944987,,,,,,0
3314,ALIPOPSF,ALICIA DR@POPLAR AVE,N ALICIA DR & MISSISSIPPI BLVD,35.138461,-89.979152,,,,,,0
3315,ALIMADSM,ALICIA DR@MADISON AVE,N ALICIA DR & KETCHUM RD,35.136869,-89.977561,,,,,,0
3316,ALIMADSN,ALICIA DR@MADISON AVE,N ALICIA DR & MADISON AVE,35.135823,-89.977462,,,,,,0
3317,ALIUNISM,ALICIA DR@UNION AVE,S ALICIA DR & MADISON AVE,35.134929,-89.977497,,,,,,0
3318,ALIUNISN,ALICIA DR@UNION AVE,S ALICIA DR & UNION AVE,35.133535,-89.977554,,,,,,0
3319,HOLAVESF,HOLLYWOOD@AVERY,S HOLLYWOOD ST & AVERY AVE,35.130487,-89.976982,,,,,,0
3321,CENHOLWF,CENTRAL AVE@HOLLYWOOD,,35.12575,-89.97629,,,,,,0
3322,CENEDWWN,CENTRAL AVE@EDWIN CIR,CENTRAL AVE & E EDWIN CIR,35.125903,-89.977186,,,,,,0
3323,CENEDWM,CENTRAL AVE@WEDWIN,CENTRAL AVE & EDWIN CIR W,35.125913,-89.978348,,,,,,0
3324,CENEARWN,CENTRAL AVE@EARLY MAXWELL,CENTRAL AVE & EARLY MAXWELL BLVD,35.125896,-89.980329,,,,,,0
3325,CENEPAWM,CENTRAL AVE@E PARKWAY,2388 CENTRAL AVE & EARLY MAXWELL BLVD,35.125951,-89.982254,,,,,,0
3326,EPAYORSN,E PARKWAY@YORK AVE,E PARKWAY S & YORK AVE,35.125318,-89.984435,,,,,,0
3327,EPAEVESN,E PARKWAY@EVELYN AVE,E PARKWAY S & EVELYN AVE,35.122727,-89.984515,,,,,,0
3331,AIRCARSM,AIRWAYS BLVD@CARNES,STATE HWY 277 & AIRWAYS BLVD,35.113862,-89.98478,,,,,,0
3332,AIRSARSN,AIRWAYS BLVD@SARATOGA,AIRWAYS BLVD & BROOKLYN AVE,35.109581,-89.984984,,,,,,0
3333,AIRPARSN,AIRWAYS BLVD@PARK AVE,? AIRWAYS BLVD & STATE HWY 277,35.10883,-89.985018,,,,,,0
3334,AIRPROSF,AIRWAYS@PROGRESS,,35.106885,-89.985097,,,,,,0
3335,AIRLAMSN,AIRWAYS BLVD@LAMAR AVE,STATE HWY 277 & AIRWAYS BLVD,35.105721,-89.985574,,,,,,0
3336,AIRLAMNF,AIRWAYS@LAMAR,AIRWAYS BLVD & STATE HWY 277,35.105649,-89.985397,,,,,,0
3337,AIRPRONN,AIRWAYS@PROGRESS,AIRWAYS BLVD & PROGRESS AVE,35.106855,-89.984964,,,,,,0
3338,AIRPARNN,AIRWAYS@PARK AVE,STATE HWY 277 & AIRWAYS BLVD,35.108357,-89.984841,,,,,,0
3339,AIRBRONN,AIRWAYS@BROOKLYN,AIRWAYS BLVD & BROOKLYN AVE,35.109804,-89.984773,,,,,,0
3340,AIRSPONN,AIRWAYS@SPOTTSWOOD AVE,AIRWAYS BLVD & STATE HWY 277,35.114121,-89.984558,,,,,,0
3346,CENEPAEF,CENTRAL AVE@E PARKWAY,2363 CENTRAL AVE & RAMP,35.125836,-89.983372,,,,,,0
3347,CENEAREM,CENTRAL AVE@EARLY MAXWELL,CENTRAL AVE & EARLY MAXWELL BLVD,35.125781,-89.981723,,,,,,0
3348,CENEAREN,CENTRAL AVE@EARLY MAXWELL,CENTRAL AVE & EARLY MAXWELL BLVD,35.125745,-89.980705,,,,,,0
3349,CENEDWEN,CENTRAL AVE@EDWIN,CENTRAL AVE & W EDWIN CIR,35.125743,-89.978725,,,,,,0
3350,CENHOLEM,CENTRAL AVE@HOLLYWOOD,CENTRAL AVE & E EDWIN CIR,35.125661,-89.976965,,,,,,0
3352,HOLCENNF,HOLLYWOOD@CENTRAL AVE,? S HOLLYWOOD ST & CENTRAL AVE,35.126366,-89.975792,,,,,,0
3353,HOLAVENM,HOLLYWOOD@AVERY AVE,S HOLLYWOOD ST & CENTRAL AVE,35.129611,-89.97675,,,,,,0
3354,ALIUNINF,ALICIA@UNION AVE,S ALICIA DR & UNION AVE,35.133642,-89.977354,,,,,,0
3355,ALIMADNF,ALICIA@MADISON AVE,N ALICIA DR & MADISON AVE,35.136073,-89.977252,,,,,,0
3356,ALIASHNN,ALICIA@ASHLAWN,N ALICIA DR & ALTON AVE,35.137808,-89.978722,,,,,,0
3357,ALIPOPNN,ALICIA@POPLAR,,35.138925,-89.978997,,,,,,0
3359,COOMONSN,COOPER@MONROE,S COOPER ST & MONROE,35.135215,-89.990399,,,,,,0
3360,COOUNISN,COOPER@UNION AVE,S COOPER ST & UNION AVE,35.134367,-89.990501,,,,,,0
3361,COOLINSN,COOPER@LINDEN,S COOPER ST & LINDEN AVE,35.133259,-89.990557,,,,,,0
3362,COOPEASN,COOPER@PEABODY AVE,S COOPER ST & PEABODY AVE,35.131873,-89.990603,,,,,,0
3363,COOVINSN,COOPER@VINTON AVE,S COOPER ST & VINTON AVE,35.130345,-89.990671,,,,,,0
3364,COOHARSN,COOPER@HARBERT AVE,S COOPER ST & HARBERT AVE,35.129353,-89.990727,,,,,,0
3365,COOCOWSF,COOPER@COWDEN,S COOPER ST & COWDEN AVE,35.127852,-89.990806,,,,,,0
3366,COOHIGSN,COOPER@HIGBEE,S COOPER ST & HIGBEE AVE,35.127262,-89.990774,,,,,,0
3367,COOCENSN,COOPER@CENTRAL AVE,S COOPER ST & CENTRAL AVE,35.126252,-89.990874,,,,,,0
3368,COOELZSN,COOPER@ELZEY AVE,S COOPER ST & ELZEY AVE,35.123822,-89.990976,,,,,,0
3369,COONELSN,COOPER@NELSON AVE,S COOPER ST & NELSON AVE,35.121947,-89.991023,,,,,,0
3370,COOOLISF,COOPER@OLIVER AVE,S COOPER ST & OLIVER AVE,35.12056,-89.991146,,,,,,0
3375,YOUBLYEM,YOUNG@BLYTHE,YOUNG AVE & BLYTHE ST,35.119576,-89.990527,,,,,,0
3376,YOUMEDEF,YOUNG@MEDA,YOUNG AVE & MEDA ST,35.119539,-89.988602,,,,,,0
3377,YOUNEWEN,YOUNG@NEW YORK ST,YOUNG AVE & NEW YORK ST,35.119503,-89.987307,,,,,,0
3379,YOUEPAWF,YOUNG@E PARKWAY,,35.119519,-89.984928,,,,,,0
3380,YOUNEWWN,YOUNG@NEW YORK ST,YOUNG AVE & NEW YORK ST,35.119586,-89.987088,,,,,,0
3381,YOUBLYWM,YOUNG@BLYTHE ST,YOUNG AVE & BLYTHE ST,35.119719,-89.989454,,,,,,0
3382,COONELNM,COOPER@NELSON AVE,S COOPER ST & OLIVER AVE,35.121167,-89.990913,,,,,,0
3383,COOEVENN,COOPER@EVELYN,S COOPER ST & EVELYN AVE,35.122544,-89.990845,,,,,,0
3384,COOELZNN,COOPER@ELZEY,S COOPER ST & ELZEY AVE,35.123553,-89.990788,,,,,,0
3385,COOCENNN,COOPER@CENTRAL,S COOPER ST & CENTRAL AVE,35.125716,-89.990687,,,,,,0
3386,COOHIGNF,COOPER@HIGBEE,S COOPER ST & HIGBEE AVE,35.127351,-89.99063,,,,,,0
3387,COOCOWNN,COOPER@COWDEN,S COOPER ST & COWDEN AVE,35.128317,-89.990573,,,,,,0
3388,COOHARNN,COOPER@HARBERT AVE,S COOPER ST & HARBERT AVE,35.129148,-89.990539,,,,,,0
3389,COOPEANN,COOPER@PEABODY,S COOPER ST & PEABODY AVE,35.131534,-89.990415,,,,,,0
3390,COOUNINN,COOPER@UNION,160 S COOPER ST & UNION AVE,35.13392,-89.990324,,,,,,0
3391,COOMONNF,COOPER@MONROE,S COOPER ST & MONROE AVE,35.135296,-89.990256,,,,,,0
3433,SOUEAREN,SOUTHERN@EARLY MAXWELL,SOUTHERN AVE & EARLY MAXWELL BLVD,35.11587,-89.98096,,,,,,0
3434,SOUHOLEM,SOUTHERN@HOLLYWOOD,SOUTHERN AVE & S HOLMES ST,35.115778,-89.978504,,,,,,0
3435,SOUHOLEN,SOUTHERN@HOLLYWOOD,SOUTHERN AVE & S HOLLYWOOD ST,35.115714,-89.976358,,,,,,0
3436,SOUBOSEF,SOUTHERN@BOSTON,SOUTHERN AVE & BALTIMORE ST,35.115631,-89.973094,,,,,,0
3437,SOUBUNEN,SOUTHERN@BUNTYN,SOUTHERN AVE & BUNTYN ST,35.115612,-89.971899,,,,,,0
3438,SOUMAREF,SOUTHERN@MARIANNA,SOUTHERN AVE & JOSEPHINE ST,35.115566,-89.970583,,,,,,0
3439,SOUJOSEF,SOUTHERN@JOSEPHINE,SOUTHERN AVE & JOSEPHINE ST,35.115539,-89.969521,,,,,,0
3440,SOULUNEN,SOUTHERN@LUNDEE,SOUTHERN AVE & LUNDEE ST,35.115511,-89.968392,,,,,,0
3441,SOUHAYEN,SOUTHERN@HAYNES,SOUTHERN AVE & HAYNES ST,35.115492,-89.966732,,,,,,0
3442,SOUHAYEF,SOUTHERN@HAYNES,SOUTHERN AVE & GOODWYN ST,35.115472,-89.965283,,,,,,0
3443,SOUGOOEM,SOUTHERN@GOODWYN,SOUTHERN AVE & GOODWYN ST,35.115453,-89.963657,,,,,,0
3444,SOUGOOEN,SOUTHERN AVE@GOODWYN ST,,35.115452,-89.962705,,,,,,0
3445,SOUSEMEF,SOUTHERN@SEMMES,SOUTHERN AVE & SEMMES ST,35.115433,-89.96088,,,,,,0
3446,SOUTEREF,SOUTHERN@TERRELL,SOUTHERN AVE & TERRELL PL,35.115359,-89.958401,,,,,,0
3447,SOUCLUEN,SOUTHERN AVE@CLUB WALK,SOUTHERN AVE & CLUB WALK ST,35.115322,-89.956731,,,,,,0
3448,SOUGREEN,SOUTHERN@GREER,SOUTHERN AVE & S GREER ST,35.115266,-89.954408,,,,,,0
3449,SOUHO1EN,SOUTHERN@HOLMES,SOUTHERN AVE & S HOLMES ST,35.115238,-89.95339,,,,,,0
3450,SOUALEEF,SOUTHERN@ALEXANDER,SOUTHERN AVE & ALEXANDER ST,35.1152,-89.951509,,,,,,0
3451,SOUREEEN,SOUTHERN@REESE,SOUTHERN AVE & S REESE ST,35.115181,-89.950436,,,,,,0
3452,SOUPREEN,SOUTHERN@PRESCOTT,SOUTHERN AVE & S REESE ST,35.115144,-89.948975,,,,,,0
3453,SOUELLEF,SOUTHERN@ELLSWORTH,SOUTHERN AVE & EARLY MAXWELL BLVD,35.11516,-89.946851,,,,,,0
3456,WALPATEF,WALKER AVE@PATTERSON,WALKER AVE & PATTERSON ST,35.116422,-89.940211,,,,,,0
3459,ZACDESNF,ZACH H CURLIN@DESOTO,ZACK H CURLIN ST & DESOTO AVE,35.120043,-89.933676,,,,,,0
3460,ZACCENSF,ZACH H CURLIN@CENTRAL AVE,ZACK H CURLIN ST & CENTRAL AVE,35.122161,-89.933816,,,,,,0
3461,ZACCENNN,ZACH H CURLIN@CENTRAL AVE,ZACK H CURLIN ST & CENTRAL AVE,35.122518,-89.933605,,,,,,0
3462,CENGRAEN,CENTRAL@GRANDVIEW ST,,35.122792,-89.931292,,,,,,0
3463,CENROSEM,CENTRAL@ROSELAND,,35.122746,-89.929832,,,,,,0
3465,CENROSWN,CENTRAL AVE@ROSELAND,,35.122735,-89.928371,,,,,,0
3466,CENGRAWN,CENTRAL AVE@GRANDVIEW,,35.12281,-89.93106,,,,,,0
3467,ZACDESSN,ZACH H CURLIN@DESOTO,ZACK H CURLIN ST & NORRISWOOD AVE,35.120132,-89.933875,,,,,,0
3468,ZACDESSF,ZACH H CURLIN@DESOTO,ZACK H CURLIN ST & DESOTO AVE,35.11956,-89.933887,,,,,,0
3469,ZACWALSM,ZACH H CURLIN@WALKER,ZACK H CURLIN ST & DESOTO AVE,35.118032,-89.933901,,,,,,0
3473,WALPATWF,WALKER@PATTERSON,? WALKER AVE & PATTERSON ST,35.116602,-89.941339,,,,,,0
3476,SOUELLWN,SOUTHERN AVE@ELLSWORTH ST,SOUTHERN AVE & S PRESCOTT ST,35.11525,-89.94809,,,,,,0
3477,SOUREEWN,SOUTHERN AVE@REESE,SOUTHERN AVE & S PRESCOTT ST,35.115333,-89.950092,,,,,,0
3478,SOUALEWN,SOUTHERN@ALEXANDER ST,SOUTHERN AVE & ALEXANDER ST,35.115361,-89.951487,,,,,,0
3479,SOUCLUWN,SOUTHERN AVE@CLUB WALK,,35.115473,-89.956509,,,,,,0
3480,SOUTERWN,SOUTHERN AVE@TERRELL PL,SOUTHERN AVE & COUNTRY CLUB LN,35.11552,-89.95828,,,,,,0
3481,SOUGOOWF,SOUTHERN AVE@GOODWYN,SOUTHERN AVE & GOODWYN ST,35.115604,-89.962296,,,,,,0
3482,SOUHAYWN,SOUTHERN AVE@HAYNES,SOUTHERN AVE & HAYNES ST,35.115652,-89.966434,,,,,,0
3483,SOULUNWN,SOUTHERN@LUNDEE,SOUTHERN AVE & LUNDEE ST,35.115663,-89.968082,,,,,,0
3484,SOUJOSWN,SOUTHERN AVE@JOSEPHINE,SOUTHERN AVE & JOSEPHINE ST,35.1157,-89.969542,,,,,,0
3485,SOUMARWN,SOUTHERN AVE@MARIANNA ST,THE HOLLY LN & JOSEPHINE ST,35.115727,-89.970649,,,,,,0
3486,SOUBUNWM,SOUTHERN@BUNTYN ST,SOUTHERN AVE & BUNTYN ST,35.115755,-89.971379,,,,,,0
3487,SOUBOSWN,SOUTHERN@BOSTON ST,SOUTHERN AVE & BALTIMORE ST,35.115792,-89.973315,,,,,,0
3488,SOUHOLWN,SOUTHERN@HOLLYWOOD,SOUTHERN AVE & BELT LINE ST,35.115875,-89.975993,,,,,,0
3489,CENCOOEF,CENTRAL AVE@COOPER,CENTRAL AVE & S COOPER ST,35.125939,-89.990266,,,,,,0
3490,CENMEDEF,CENTRAL AVE@MEDA,CENTRAL AVE & MEDA ST,35.125893,-89.988562,,,,,,0
3491,CENNEWEF,CENTRAL AVE@NEW YORK,CENTRAL AVE & NEW YORK ST,35.125865,-89.986968,,,,,,0
3492,CENLANEF,CENTRAL AVE@LANDIS,CENTRAL AVE & E S,35.125882,-89.985408,,,,,,0
3493,CENFLIEM,CENTRAL AVE@FLICKER ST,,35.125722,-89.974708,,,,,,0
3494,CENMILEN,CENTRAL AVE@MILTON,CENTRAL AVE & S HOLLYWOOD ST,35.124022,-89.971877,,,,,,0
3495,CENJOSEN,CENTRAL AVE@JOSEPHINE ST,,35.123752,-89.969576,,,,,,0
3496,CENFENEN,CENTRAL AVE@FENWICK RD,CENTRAL AVE & S FENWICK RD,35.123687,-89.967374,,,,,,0
3497,CENTAREN,CENTRAL AVE@TARA LN,,35.123622,-89.964265,,,,,,0
3498,CENGOOEN,CENTRAL AVE@GOODWYN,CENTRAL AVE & GOODWYN ST,35.123585,-89.962495,,,,,,0
3499,CENTILEF,CENTRAL AVE@TILTON,CENTRAL AVE & TILTON ST,35.123511,-89.960448,,,,,,0
3500,CENLAFEF,LAFAYETTE ST@ CENTRAL,,35.123527,-89.958567,,,,,,0
3501,CENGREEF,CENTRAL AVE@GREER,CENTRAL AVE & S HOLMES ST,35.12338,-89.953765,,,,,,0
3502,CENALEEN,CENTRAL AVE@ALEXANDER ST,,35.123315,-89.951718,,,,,,0
3503,CENPREEN,CENTRAL AVE@PRESCOTT ST,CENTRAL AVE & S PRESCOTT ST,35.123241,-89.948697,,,,,,0
3504,CENHIGEF,CENTRAL AVE@HIGHLAND,CENTRAL AVE & CENTRAL CV,35.123129,-89.944957,,,,,,0
3505,CENPATEM,CENTRAL AVE@PATTERSON,CENTRAL AVE & PATTERSON ST,35.123055,-89.942612,,,,,,0
3506,CENPATEN,CENTRAL AVE@PATTERSON,CENTRAL AVE & PATTERSON ST,35.123018,-89.940974,,,,,,0
3514,CENPATWF,CENTRAL AVE@PATTERSON,CENTRAL AVE & PATTERSON ST,35.123188,-89.941483,,,,,,0
3515,CENHIGWN,CENTRAL AVE@HIGHLAND,CENTRAL AVE & CENTRAL CV,35.1233,-89.945256,,,,,,0
3516,CENWINWN,CENTRAL AVE@WINDOVER RD,,35.123392,-89.948354,,,,,,0
3517,CENALEWF,CENTRAL AVE@ALEXANDER,CENTRAL AVE & ALEXANDER ST,35.123467,-89.951463,,,,,,0
3519,CENLAFWN,CENTRAL AVE@LAFAYETTE ST,,35.123626,-89.9586,,,,,,0
3520,CENGOOWN,CENTRAL AVE@GOODWYN,CENTRAL AVE & GOODWYN ST,35.123718,-89.962196,,,,,,0
3521,CENTARWF,CENTRAL AVE@TARA,CENTRAL AVE & TARA LN,35.123765,-89.964298,,,,,,0
3522,CENFENWN,CENTRAL AVE@FENWICK RD,CENTRAL AVE & S FENWICK RD,35.123839,-89.967031,,,,,,0
3523,CENJOSWF,CENTRAL AVE@JOSEPHINE,CENTRAL AVE & JOSEPHINE ST,35.123913,-89.969576,,,,,,0
3524,CENBUNWN,CENTRAL AVE@BUNTYN,CENTRAL AVE & JOSEPHINE ST,35.123941,-89.971037,,,,,,0
3526,CENEPAWF,CENTRAL AVE@PARKWAY,CENTRAL AVE & E PARKWAY S,35.126016,-89.984733,,,,,,0
3527,CENPHIWN,CENTRAL AVE@PHILADELPHIA,CENTRAL AVE & PHILADELPHIA ST,35.126017,-89.98584,,,,,,0
3528,CENNEWWN,CENTRAL AVE@NEW YORK,CENTRAL AVE & NEW YORK ST,35.126026,-89.987035,,,,,,0
3529,CENBLYWM,CENTRAL AVE@BLYTHE,CENTRAL AVE & BLYTHE ST,35.126072,-89.989026,,,,,,0
3530,CENCOOWN,CENTRAL AVE@COOPER,CENTRAL AVE & S COOPER ST,35.126091,-89.990177,,,,,,0
3531,HOLHOLNM,HOLLYWOOD@HOLLINS,N HOLLYWOOD ST & CENTRAL AVE,35.1409,-89.978607,,,,,,0
3532,HOLHOLNN,HOLLYWOOD@HOLLINS,N HOLLYWOOD ST & HOLLINS AVE,35.14216,-89.978418,,,,,,0
3533,HOLYALNN,HOLLYWOOD@YALE AVE,N HOLLYWOOD ST & YALE AVE,35.144278,-89.978105,,,,,,0
3534,HOLAUTNN,HOLLYWOOD@AUTUMN,N HOLLYWOOD ST & PRINCETON AVE,35.146896,-89.977726,,,,,,0
